;;"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I07";"I07";"I07";"I07";"I07";"I08";"I08";"I08";"I08";"I08";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52"
2021-05-29 00:00:00;2021-05-29 02:00:00;51,4379;5,3582;10,65;11,89;15,86;;51,5108;5,3606;8,61;9,74;13,85;51,4915;5,4392;7,06;8,79;13,77;51,4025;5,3515;15,30;16,48;21,01;51,4567;5,4383;6,16;7,05;11,18;51,4465;5,4484;8,46;9,59;13,02;51,4422;5,4844;7,79;8,81;12,13;51,3707;5,1566;9,77;10,75;14,70;51,4454;5,4854;8,00;9,04;12,42;51,4414;5,4714;7,57;8,73;12,23;;;;;;51,4681;5,3901;7,16;8,19;12,25;;51,3467;5,3887;11,13;12,25;16,46;51,4137;5,4708;8,14;9,17;12,50;;;;;;51,4332;5,5197;6,64;7,65;12,05;51,4372;5,4233;7,04;8,07;12,19;51,4584;5,4050;10,24;11,52;15,44;51,4446;5,4788;7,88;8,97;12,42;51,4546;5,3887;8,32;9,61;13,14;;51,4492;5,4569;9,64;10,82;14,53;;;5,99;7,08;10,66;51,4374;5,4515;8,84;9,68;13,62;51,4797;5,4751;6,08;7,13;10,41;51,5295;5,4719;8,76;9,81;14,16;51,4388;5,4817;9,33;10,50;14,16;51,4686;5,4724;9,12;10,32;13,92;51,4390;5,4650;8,04;9,32;13,23;51,4527;5,4852;10,24;11,44;15,11;51,4320;5,6272;9,34;10,38;14,78;;;;;;51,5305;5,2846;9,21;10,29;15,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-30 00:00:00;2021-05-30 02:00:00;51,4379;5,3581;12,80;14,18;18,31;;51,5108;5,3606;10,04;11,15;15,31;51,4915;5,4392;7,72;8,99;13,78;51,4025;5,3515;17,67;18,92;23,50;51,4568;5,4383;7,99;8,91;12,97;51,4465;5,4484;10,14;11,34;14,88;51,4422;5,4844;9,99;11,04;14,52;51,3707;5,1566;11,59;12,57;16,88;51,4454;5,4854;10,12;11,22;14,84;51,4414;5,4714;8,91;10,05;13,68;;;;;;51,4681;5,3901;9,06;10,16;14,43;;51,3467;5,3887;12,92;13,98;18,43;51,4137;5,4708;10,12;11,24;14,76;;;;;;51,4332;5,5197;8,07;9,06;13,31;51,4372;5,4233;8,69;9,75;13,84;51,4584;5,4050;11,84;13,14;17,13;51,4447;5,4788;9,84;11,00;14,67;51,4546;5,3887;9,81;11,10;14,78;;51,4492;5,4569;12,28;13,45;17,30;;;7,62;8,70;12,42;51,4373;5,4513;10,40;11,33;15,35;51,4797;5,4751;8,77;10,43;14,39;51,5295;5,4719;9,93;10,94;15,21;51,4387;5,4817;11,60;12,89;17,01;51,4686;5,4724;11,12;12,38;16,30;51,4390;5,4650;9,68;10,97;15,01;51,4527;5,4852;12,09;13,26;17,16;51,4320;5,6272;11,28;12,69;17,41;;;;;;51,5305;5,2845;11,22;12,48;17,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021-05-31 00:00:00;2021-05-31 02:00:00;51,4379;5,3581;9,56;11,19;16,28;;51,5108;5,3606;8,35;10,00;15,91;51,4915;5,4392;5,87;7,49;14,43;51,4025;5,3515;14,53;15,98;21,06;51,4567;5,4383;5,51;6,67;12,29;51,4464;5,4485;6,85;8,42;13,01;51,4422;5,4844;6,83;8,36;12,71;51,3707;5,1565;8,75;10,07;15,39;51,4454;5,4854;7,24;8,73;12,88;51,4415;5,4713;6,11;7,67;12,57;;;;;;51,4681;5,3901;6,24;7,65;13,24;;51,3467;5,3888;9,28;10,55;16,30;51,4137;5,4708;7,23;8,65;13,05;51,5696;5,3113;10,45;11,74;18,84;51,4333;5,5198;5,68;7,05;13,11;51,4372;5,4233;6,27;7,83;13,78;51,4584;5,4050;8,81;10,65;15,79;51,4447;5,4788;6,76;8,27;13,14;51,4546;5,3887;6,59;8,37;12,71;;51,4491;5,4569;8,38;9,99;14,77;;;5,00;6,61;11,57;51,4373;5,4513;7,56;8,62;13,93;51,4797;5,4751;5,26;6,92;11,65;51,5295;5,4719;8,43;10,01;15,76;51,4389;5,4816;7,82;9,50;14,42;51,4686;5,4722;8,06;9,71;14,31;51,4390;5,4650;6,74;8,61;14,06;51,4528;5,4851;8,68;10,32;14,91;51,4320;5,6272;9,60;11,13;17,44;;;;;;51,5305;5,2845;9,31;11,00;17,80;;;;;;51,5835;5,5480;5,09;6,44;10,47;;;;;;;;;;;;;;;;;;
2021-06-01 00:00:00;2021-06-01 02:00:00;51,4379;5,3581;4,63;5,55;10,09;;51,5107;5,3606;4,00;4,75;9,62;51,4915;5,4392;2,80;3,58;9,81;51,4025;5,3515;11,71;12,65;17,04;51,4568;5,4383;2,64;3,22;7,49;51,4464;5,4484;3,33;4,09;8,43;51,4422;5,4844;3,54;4,37;8,44;51,3707;5,1565;5,15;5,88;10,44;51,4454;5,4854;3,68;4,45;8,13;51,4416;5,4713;3,32;4,17;8,61;;;;;;51,4681;5,3901;2,47;3,18;8,56;;51,3467;5,3887;5,71;6,42;11,37;51,4137;5,4708;3,56;4,32;8,16;51,5696;5,3114;9,23;10,04;15,32;51,4332;5,5197;2,68;3,36;8,27;51,4372;5,4233;3,67;4,51;9,83;51,4584;5,4050;4,59;5,51;9,63;51,4447;5,4788;3,44;4,28;8,27;51,4546;5,3887;3,18;4,05;8,14;;51,4492;5,4569;4,48;5,37;9,76;;;2,27;3,13;7,98;51,4373;5,4513;4,14;4,70;8,81;51,4797;5,4751;2,03;2,79;7,02;51,5295;5,4718;4,65;5,41;10,53;51,4387;5,4816;4,13;4,97;9,41;51,4686;5,4721;3,65;4,49;8,56;51,4390;5,4650;3,75;4,77;10,34;51,4528;5,4850;4,31;5,17;9,37;51,4320;5,6272;5,47;6,26;10,95;;;;;;51,5305;5,2845;5,90;6,92;13,18;;;;;;51,5835;5,5480;3,72;4,63;8,77;;;;;;;;;;;;;;;;;;
2021-06-02 00:00:00;2021-06-02 02:00:00;51,4379;5,3581;5,98;6,84;11,72;;51,5108;5,3606;5,05;5,99;11,78;51,4915;5,4392;3,98;4,87;11,68;51,4025;5,3515;12,32;13,10;17,25;51,4567;5,4382;3,11;3,71;7,94;51,4465;5,4484;4,08;4,88;9,46;51,4422;5,4844;4,31;5,08;9,17;51,3707;5,1565;5,54;6,22;10,88;51,4454;5,4854;4,62;5,40;9,37;51,4415;5,4714;4,15;5,01;9,70;;;;;;51,4681;5,3901;3,34;4,08;10,18;;51,3467;5,3887;6,23;6,95;12,18;51,4135;5,4707;4,63;5,47;9,84;51,5696;5,3113;9,37;10,17;16,22;51,4332;5,5197;3,56;4,38;9,72;51,4372;5,4233;4,29;5,16;10,34;51,4584;5,4050;6,42;7,40;11,43;51,4447;5,4788;4,41;5,28;9,71;51,4546;5,3887;3,84;4,73;9,02;;51,4492;5,4569;5,32;6,21;10,89;;;2,91;3,72;8,81;51,4373;5,4513;5,07;5,71;10,06;51,4797;5,4751;2,71;3,50;7,72;51,5295;5,4719;5,96;6,82;12,05;51,4383;5,4815;5,21;6,12;10,66;51,4685;5,4721;4,74;5,67;9,79;51,4390;5,4650;4,58;5,61;11,18;51,4528;5,4850;5,32;6,25;10,72;51,4320;5,6272;6,52;7,41;12,36;;;;;;51,5305;5,2845;6,49;7,47;14,28;;;;;;51,5836;5,5480;4,62;5,57;9,69;;;;;;;;;;;;;;;;;;
2021-06-03 00:00:00;2021-06-03 02:00:00;51,4379;5,3582;16,03;18,07;23,06;;51,5107;5,3606;10,64;12,58;20,48;51,4915;5,4392;8,27;9,85;16,06;51,4025;5,3515;20,20;22,01;27,79;51,4567;5,4382;8,37;9,47;14,08;51,4464;5,4483;10,99;12,61;17,46;51,4422;5,4844;10,57;12,12;16,32;51,3707;5,1566;14,36;15,97;21,71;51,4454;5,4854;11,38;12,92;17,11;51,4415;5,4713;12,80;14,46;19,30;;;;;;51,4681;5,3901;10,30;11,90;17,68;;51,3467;5,3888;13,57;15,14;21,38;51,4135;5,4707;11,82;13,45;17,81;51,5696;5,3113;14,11;15,52;21,71;51,4332;5,5198;9,83;11,39;17,24;51,4372;5,4233;9,38;11,00;16,84;51,4584;5,4050;19,66;21,64;26,73;51,4447;5,4788;11,23;12,95;17,55;51,4546;5,3887;12,05;13,91;18,59;;51,4492;5,4569;13,77;15,51;20,46;;;8,93;10,49;15,53;51,4373;5,4513;10,86;12,05;17,07;51,4797;5,4751;8,81;10,24;14,26;51,5295;5,4718;10,89;12,35;18,29;51,4386;5,4819;12,75;14,62;19,53;51,4686;5,4723;13,18;14,94;19,71;51,4390;5,4650;11,27;13,11;18,51;51,4528;5,4851;14,16;16,04;20,76;51,4320;5,6272;14,56;16,34;23,03;;;;;;51,5305;5,2845;12,36;14,02;21,00;;;;;;51,5836;5,5480;9,79;11,48;15,91;;;;;;;;;;;;;;;;;;
2021-06-04 00:00:00;2021-06-04 02:00:00;51,4379;5,3581;20,71;23,44;28,78;;51,5107;5,3606;15,26;17,58;23,77;51,4915;5,4392;12,65;14,81;21,68;51,4025;5,3515;24,17;26,51;32,41;51,4568;5,4383;11,62;13,24;18,15;51,4464;5,4482;14,98;17,04;21,77;51,4422;5,4844;14,82;16,90;21,51;51,3707;5,1565;17,78;19,72;25,04;51,4454;5,4854;14,97;17,08;21,54;51,4415;5,4713;16,86;18,84;23,65;;;;;;51,4681;5,3901;15,20;17,23;22,63;;51,3467;5,3887;18,32;20,36;26,15;51,4135;5,4707;15,00;17,10;21,58;51,5695;5,3114;18,79;20,61;27,29;51,4332;5,5198;12,04;13,95;19,63;51,4372;5,4233;12,64;14,66;20,51;51,4584;5,4050;24,94;27,74;33,15;51,4444;5,4788;15,26;17,46;22,24;51,4546;5,3887;16,98;19,38;24,28;;51,4492;5,4569;18,06;20,23;25,15;;;12,86;14,81;19,75;51,4373;5,4513;13,94;15,68;20,55;51,4797;5,4751;13,21;14,90;19,23;51,5295;5,4719;17,84;19,97;25,96;51,4389;5,4822;17,28;19,67;24,71;51,4686;5,4723;17,80;20,16;24,92;51,4390;5,4650;15,83;18,15;23,67;51,4528;5,4851;18,82;21,09;26,13;51,4320;5,6272;17,04;19,46;26,10;;;;;;51,5304;5,2846;17,34;19,64;27,13;;;;;;51,5836;5,5480;14,73;17,33;21,78;;;;;;;;;;;;;;;;;;
2021-06-05 00:00:00;2021-06-05 02:00:00;51,4379;5,3581;30,35;37,78;43,04;;51,5107;5,3606;21,66;25,73;30,82;51,4915;5,4392;19,60;24,19;29,83;51,4025;5,3515;31,84;39,69;46,61;51,4567;5,4383;18,89;23,07;27,64;51,4465;5,4483;24,73;29,41;33,99;51,4422;5,4844;25,90;30,42;35,12;51,3707;5,1565;30,40;36,31;42,96;51,4454;5,4854;22,80;28,09;32,25;51,4415;5,4714;25,96;30,48;35,20;;;;;;51,4681;5,3901;24,37;29,21;33,85;;51,3467;5,3887;29,40;35,71;41,63;51,4135;5,4707;24,84;30,97;35,72;51,5695;5,3114;24,41;27,66;32,97;51,4332;5,5198;20,48;25,58;30,71;51,4372;5,4233;21,02;26,24;31,54;51,4584;5,4050;32,47;38,86;43,69;51,4444;5,4787;24,49;30,23;34,96;51,4546;5,3887;29,76;34,81;39,66;;51,4491;5,4569;30,17;35,57;40,34;;;26,47;30,58;35,38;51,4373;5,4513;20,43;25,42;31,01;51,4796;5,4751;23,75;26,83;30,83;51,5295;5,4718;24,25;28,23;33,41;51,4390;5,4823;30,22;36,52;41,75;51,4686;5,4723;28,17;34,06;39,15;51,4390;5,4650;29,46;34,11;39,30;51,4527;5,4851;29,79;35,64;40,97;51,4320;5,6272;27,10;33,61;39,37;;;;;;51,5304;5,2846;24,09;28,48;34,05;;;;;;51,5836;5,5480;18,92;23,71;27,77;;;;;;;;;;;;;;;;;;
2021-06-06 00:00:00;2021-06-06 02:00:00;51,4379;5,3581;14,72;17,16;22,05;;51,5108;5,3606;11,07;12,59;17,41;51,4915;5,4392;9,28;10,99;16,13;51,4025;5,3515;19,02;21,66;27,06;51,4567;5,4383;9,72;11,17;15,68;51,4464;5,4483;12,24;13,84;18,06;51,4422;5,4844;12,44;14,10;18,24;51,3707;5,1565;13,23;15,08;19,67;51,4454;5,4854;11,67;13,42;17,77;51,4415;5,4715;13,69;15,31;19,61;;;;;;51,4681;5,3901;11,23;12,87;17,33;;51,3467;5,3888;16,22;18,49;23,32;51,4135;5,4707;12,88;14,93;19,31;51,5695;5,3113;13,89;15,07;19,60;51,4332;5,5197;10,54;12,14;16,95;51,4372;5,4233;10,62;12,31;17,20;51,4584;5,4049;14,30;16,36;21,12;51,4444;5,4787;12,42;14,20;18,61;51,4546;5,3887;13,44;15,33;19,80;;51,4491;5,4569;14,89;17,00;21,50;;;12,02;13,59;18,00;51,4373;5,4513;11,38;12,97;17,44;51,4796;5,4751;10,41;11,72;15,86;51,5295;5,4719;12,19;13,60;18,61;51,4389;5,4822;15,34;17,42;22,10;51,4686;5,4723;14,12;16,11;20,51;51,4390;5,4650;13,69;15,47;19,99;51,4528;5,4851;15,44;17,36;22,02;51,4320;5,6272;15,99;18,35;24,17;;;;;;51,5304;5,2846;11,64;13,22;18,52;;;;;;51,5836;5,5480;9,05;10,69;14,71;;;;;;;;;;;;;;;;;;
2021-06-07 00:00:00;2021-06-07 02:00:00;51,4379;5,3581;5,22;6,12;10,62;;51,5108;5,3606;4,58;5,43;10,07;51,4915;5,4392;3,21;4,17;10,18;51,4025;5,3515;10,43;11,28;15,52;51,4566;5,4382;2,85;3,48;7,74;51,4465;5,4483;4,36;5,29;9,27;51,4422;5,4844;3,96;4,90;8,77;51,3707;5,1566;5,39;6,16;10,47;51,4454;5,4854;4,14;4,98;8,74;51,4415;5,4714;5,74;6,68;10,44;51,4815;5,5199;7,83;8,83;13,42;51,4681;5,3901;3,13;3,95;8,41;;51,3468;5,3887;6,17;6,93;11,43;51,4135;5,4707;3,95;4,73;8,52;51,5695;5,3113;9,51;10,26;14,88;51,4332;5,5198;3,28;4,05;8,49;51,4372;5,4233;4,81;5,81;10,50;51,4585;5,4049;5,52;6,58;10,78;51,4444;5,4788;3,89;4,79;9,06;51,4546;5,3887;4,04;5,14;9,20;;51,4492;5,4569;5,29;6,30;10,56;;;2,81;3,79;8,20;51,4373;5,4513;4,64;5,27;9,69;51,4797;5,4751;2,61;3,49;7,54;51,5295;5,4719;5,35;6,26;10,97;51,4389;5,4822;4,99;6,05;10,28;51,4686;5,4723;4,76;5,92;10,84;51,4390;5,4650;4,17;5,39;10,23;51,4528;5,4851;5,31;6,26;10,18;51,4320;5,6272;5,94;6,77;11,77;51,5923;5,7813;8,35;9,35;14,20;51,5304;5,2846;5,02;5,89;11,18;;;4,85;5,37;9,26;51,5836;5,5480;3,59;4,57;8,56;;;;;;;;;;;;;;;;;;
2021-06-08 00:00:00;2021-06-08 02:00:00;51,4379;5,3581;10,10;11,18;15,21;;51,5108;5,3606;7,68;8,53;12,70;51,4915;5,4392;5,54;6,37;11,38;51,4025;5,3515;14,37;15,22;19,52;51,4566;5,4381;5,05;5,66;9,34;51,4464;5,4487;6,37;7,24;10,59;51,4422;5,4844;6,54;7,44;11,27;51,3707;5,1565;10,10;10,85;14,61;51,4454;5,4854;7,23;8,01;11,21;51,4413;5,4713;8,89;9,78;13,36;51,4815;5,5199;5,70;6,44;10,05;51,4681;5,3901;6,27;7,30;12,57;;51,3469;5,3887;9,68;10,36;14,35;51,4136;5,4706;6,89;7,66;10,97;51,5696;5,3114;10,84;11,62;15,99;51,4332;5,5197;5,70;6,43;10,35;51,4372;5,4233;5,49;6,28;10,45;51,4585;5,4049;8,85;9,94;13,83;51,4446;5,4788;6,91;7,78;11,29;51,4546;5,3888;6,85;7,85;11,45;;51,4492;5,4569;8,22;9,12;12,69;51,4356;5,4801;4,70;5,52;9,39;51,4373;5,4513;6,82;7,44;11,10;51,4798;5,4751;4,81;5,56;8,88;51,5295;5,4719;8,11;8,95;13,30;51,4388;5,4822;7,81;8,74;12,32;51,4686;5,4723;8,23;9,19;12,74;51,4391;5,4650;6,28;7,32;11,73;51,4527;5,4851;9,14;10,05;13,56;51,4320;5,6272;10,33;11,21;15,35;51,5923;5,7812;9,28;10,22;15,17;51,5304;5,2846;8,16;9,01;14,62;51,3565;5,6359;7,18;7,93;13,22;51,5836;5,5480;6,82;7,76;11,16;;;;;;;;;;;;;;;;;;
2021-06-09 00:00:00;2021-06-09 02:00:00;51,4379;5,3581;15,44;16,93;21,37;;51,5108;5,3606;11,05;12,39;18,76;51,4915;5,4392;8,85;10,00;15,98;51,4025;5,3515;22,03;23,62;28,95;51,4569;5,4384;8,37;9,26;13,57;51,4465;5,4482;11,14;12,35;16,50;51,4423;5,4843;11,29;12,45;16,37;51,3706;5,1565;17,06;18,44;23,69;51,4454;5,4854;11,93;13,14;16,99;51,4414;5,4714;11,82;13,04;17,20;51,4815;5,5199;7,70;8,57;12,53;51,4681;5,3901;10,79;11,96;17,16;;51,3469;5,3887;16,13;17,41;22,33;51,4136;5,4706;12,85;14,18;18,27;51,5696;5,3114;13,13;13,95;19,02;51,4332;5,5199;9,55;10,68;15,20;51,4372;5,4233;10,24;11,42;16,17;51,4585;5,4050;14,59;16,14;20,71;51,4444;5,4788;11,93;13,23;17,25;51,4546;5,3887;13,31;14,83;19,89;;51,4492;5,4569;14,87;16,16;20,77;51,4352;5,4798;9,38;10,47;14,83;51,4373;5,4513;11,69;12,82;17,12;51,4797;5,4751;8,27;9,31;13,51;51,5295;5,4719;12,58;13,65;19,40;51,4388;5,4816;13,95;15,40;19,81;51,4686;5,4724;12,72;13,98;18,14;51,4391;5,4650;12,01;13,34;17,86;51,4527;5,4852;14,21;15,50;19,89;51,4320;5,6272;15,10;16,42;21,38;51,5923;5,7812;16,28;17,69;24,63;51,5305;5,2846;11,65;12,78;18,30;51,3565;5,6358;9,52;10,39;15,90;51,5836;5,5480;11,67;13,08;17,20;7,60;8,72;13,81;51,4735;5,6531;7,18;8,13;11,81;51,4693;5,6348;6,53;7,46;11,06;51,4774;5,6569;7,94;9,10;12,92
2021-06-10 00:00:00;2021-06-10 02:00:00;51,4379;5,3581;8,05;8,96;13,02;;51,5108;5,3606;6,43;7,39;13,05;51,4915;5,4392;4,38;5,28;11,63;51,4025;5,3515;13,42;14,25;18,51;51,4567;5,4383;3,52;4,10;7,99;51,4464;5,4483;5,31;6,18;10,42;51,4423;5,4843;5,66;6,46;10,12;51,3706;5,1565;9,25;10,15;14,90;51,4454;5,4854;6,18;6,97;10,51;51,4416;5,4713;5,11;5,96;9,94;51,4815;5,5199;4,14;4,82;8,88;51,4681;5,3901;4,54;5,29;9,99;;51,3469;5,3887;7,32;8,09;12,78;51,4136;5,4706;5,83;6,62;10,44;51,5696;5,3114;9,92;10,57;15,31;51,4332;5,5198;4,57;5,33;10,15;51,4372;5,4233;6,26;7,08;11,33;51,4585;5,4049;7,22;8,32;12,44;51,4444;5,4788;5,99;6,84;10,54;51,4546;5,3887;5,24;6,15;10,03;;51,4492;5,4569;6,98;7,90;11,88;51,4351;5,4798;3,68;4,45;8,76;51,4373;5,4513;6,12;6,74;10,66;51,4797;5,4751;3,54;4,23;7,96;51,5295;5,4719;7,60;8,49;14,40;51,4389;5,4819;6,85;7,84;11,99;51,4686;5,4724;6,46;7,36;10,93;51,4390;5,4650;5,32;6,34;10,75;51,4528;5,4851;7,61;8,54;12,42;51,4320;5,6272;7,80;8,60;13,03;51,5923;5,7812;9,35;10,30;17,03;51,5305;5,2845;7,12;7,93;13,42;51,3565;5,6359;5,22;6,03;15,90;51,5836;5,5480;6,91;7,90;11,90;6,57;7,79;13,73;51,4735;5,6531;5,85;6,77;10,49;51,4692;5,6348;4,85;5,67;9,16;51,4776;5,6568;5,68;6,71;10,37
2021-06-11 00:00:00;2021-06-11 02:00:00;51,4379;5,3582;14,04;16,46;20,66;;51,5108;5,3606;10,27;11,98;16,65;51,4915;5,4392;8,84;10,49;15,40;51,4025;5,3515;18,10;20,45;25,52;51,4568;5,4383;7,91;9,31;12,99;51,4464;5,4485;10,00;11,50;15,07;51,4423;5,4844;10,45;12,00;15,75;51,3706;5,1565;12,33;14,53;18,95;51,4454;5,4854;10,53;12,21;15,86;51,4414;5,4713;9,77;11,36;15,17;51,4815;5,5199;8,91;10,49;14,38;51,4681;5,3901;9,86;11,47;15,70;;51,3469;5,3887;11,29;13,14;17,71;51,4136;5,4706;10,28;12,10;15,75;51,5696;5,3114;14,99;16,52;20,90;51,4332;5,5197;8,55;10,09;14,57;51,4372;5,4233;10,10;11,78;16,05;51,4585;5,4050;12,69;14,85;18,89;51,4444;5,4788;10,92;12,70;16,27;51,4546;5,3887;11,43;13,23;17,01;;51,4492;5,4569;13,67;15,54;19,37;51,4352;5,4798;8,85;10,33;14,23;51,4373;5,4513;10,61;12,03;15,92;51,4797;5,4751;8,68;9,88;13,06;51,5295;5,4719;13,52;15,08;19,65;51,4389;5,4823;12,56;14,60;18,57;51,4687;5,4724;12,60;14,66;18,37;51,4390;5,4650;11,11;12,79;16,57;51,4528;5,4851;13,39;15,38;19,23;51,4320;5,6272;14,32;16,53;21,10;51,5923;5,7812;13,92;15,56;20,88;51,5305;5,2846;12,28;14,35;19,10;51,3564;5,6359;8,91;10,23;17,07;51,5836;5,5481;11,16;13,30;17,14;11,66;13,73;18,20;51,4736;5,6531;9,93;11,85;15,17;51,4693;5,6349;9,83;11,53;14,89;51,4776;5,6567;10,33;12,42;16,07
2021-06-12 00:00:00;2021-06-12 02:00:00;51,4379;5,3582;9,97;12,17;18,18;;51,5108;5,3607;7,18;9,06;15,91;51,4915;5,4392;6,25;8,06;15,76;51,4025;5,3515;15,90;18,67;25,42;51,4566;5,4381;5,87;7,30;13,08;51,4464;5,4483;7,66;9,39;14,17;51,4423;5,4844;8,50;10,50;15,62;51,3706;5,1565;10,12;12,87;19,47;51,4454;5,4854;7,94;9,70;14,64;51,4415;5,4714;7,68;9,61;14,81;51,4815;5,5199;6,23;7,99;14,35;51,4681;5,3901;7,25;8,94;15,02;;51,3469;5,3887;11,38;13,84;20,59;51,4136;5,4707;8,53;10,75;15,80;51,5696;5,3113;11,41;12,97;19,10;51,4332;5,5197;7,06;8,98;16,09;51,4372;5,4233;7,88;9,68;15,88;51,4585;5,4050;9,28;11,31;16,99;51,4445;5,4788;8,55;10,47;15,59;51,4546;5,3887;8,28;10,28;15,41;;51,4492;5,4569;10,14;12,17;17,36;51,4351;5,4798;7,22;9,07;14,26;51,4373;5,4513;8,25;9,68;15,55;51,4797;5,4751;6,46;8,14;12,83;51,5295;5,4718;8,62;10,41;17,25;51,4390;5,4823;10,50;12,71;17,80;51,4686;5,4724;9,46;11,42;16,69;51,4390;5,4650;8,76;10,93;16,91;51,4528;5,4850;10,15;12,14;17,47;51,4320;5,6272;11,23;13,67;21,32;51,5923;5,7812;9,62;11,60;19,37;51,5305;5,2845;8,13;9,84;17,87;51,3563;5,6360;8,74;10,95;21,45;51,5836;5,5481;5,96;7,86;13,73;8,24;10,35;17,39;51,4736;5,6531;6,98;8,87;13,80;51,4693;5,6348;6,76;8,49;13,29;51,4778;5,6568;7,02;9,03;13,76
2021-06-13 00:00:00;2021-06-13 02:00:00;51,4379;5,3581;9,43;11,75;17,35;;51,5108;5,3607;7,87;10,07;16,93;51,4915;5,4392;7,04;9,42;17,57;51,4025;5,3515;17,33;19,75;26,63;51,4566;5,4382;6,34;8,06;13,88;51,4464;5,4484;8,19;10,38;15,62;51,4423;5,4844;8,72;11,29;16,89;51,3706;5,1565;9,28;11,20;17,78;51,4454;5,4854;8,82;11,25;16,89;51,4415;5,4714;8,13;10,65;16,27;51,4815;5,5199;6,93;9,09;15,88;51,4681;5,3901;6,82;8,68;14,31;;51,3469;5,3887;10,61;12,66;19,83;51,4137;5,4707;8,12;10,25;15,64;51,5696;5,3114;11,66;13,45;20,28;51,4332;5,5198;7,21;9,42;17,36;51,4372;5,4234;8,13;10,24;17,39;51,4585;5,4050;9,80;12,38;18,35;51,4446;5,4788;8,53;11,01;17,02;51,4546;5,3887;8,55;11,11;16,77;;51,4492;5,4569;10,43;13,02;18,98;51,4351;5,4798;7,69;10,23;16,38;51,4374;5,4514;7,90;9,64;16,31;51,4797;5,4751;7,58;9,81;14,84;51,5295;5,4718;9,59;11,78;18,90;51,4390;5,4820;10,62;13,43;19,72;51,4686;5,4724;10,22;12,73;18,46;51,4390;5,4650;9,26;12,03;18,07;51,4528;5,4851;10,80;13,67;21,24;51,4320;5,6272;9,90;12,15;19,43;51,5923;5,7812;11,51;14,10;22,82;51,5305;5,2846;8,48;10,58;17,93;51,3564;5,6360;7,71;9,66;18,98;51,5836;5,5481;8,25;10,90;16,50;9,44;12,41;20,75;51,4735;5,6531;8,73;11,62;17,53;51,4692;5,6347;8,13;10,75;16,52;51,4780;5,6568;7,94;10,68;16,59
