;;"I01";"I01";"I01";"I01";"I01";"I01";"I02";"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I05";"I07";"I07";"I07";"I07";"I07";"I07";"I08";"I08";"I08";"I08";"I08";"I08";"I09";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I45";"I46";"I46";"I46";"I46";"I46";"I46";"I47";"I47";"I47";"I47";"I47";"I47";"I48";"I48";"I48";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I49";"I50";"I50";"I50";"I50";"I50";"I50";"I51";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52";"I52";"I55";"I55";"I55";"I55";"I55";"I55";"I56";"I56";"I56";"I56";"I56";"I56";"I58";"I58";"I58";"I58";"I58";"I58"
2022-05-14 00:00:00;2022-05-14 02:00:00;;;;;;;51,4379;5,3581;9,37;13,03;24,13;20255;35;51,5108;5,3606;6,87;10,86;24,54;28;51,4915;5,4392;5,57;9,05;22,00;40;51,4024;5,3514;12,12;15,29;27,21;11;51,4570;5,4384;5,24;7,87;18,96;23;51,4464;5,4485;6,07;8,86;19,20;22;51,4422;5,4844;7,23;11,26;21,46;22;51,3707;5,1565;7,66;10,23;19,38;12;51,4454;5,4854;7,65;10,80;22,07;36;51,4416;5,4713;5,53;9,62;20,12;13;51,4815;5,5200;6,67;10,45;19,60;6;51,4681;5,3902;6,29;9,59;20,29;19176;48;51,3468;5,3887;8,07;10,64;21,10;11;51,4136;5,4707;7,69;11,07;23,68;29;51,5696;5,3114;6,86;9,67;21,33;11;51,4332;5,5198;5,60;8,82;21,65;32;51,4372;5,4233;6,43;10,10;26,54;16;51,4585;5,4050;5,10;8,50;22,39;33;51,4445;5,4787;5,13;9,25;31,03;26;51,4546;5,3887;7,21;11,53;20,61;20177;34;51,4491;5,4569;7,99;11,67;20,37;47;51,4353;5,4801;6,61;10,58;25,14;28;51,4375;5,4518;5,58;8,76;16,94;24;51,4797;5,4751;7,32;10,87;24,72;30;51,5295;5,4719;8,60;12,59;26,82;15;51,4386;5,4813;9,09;13,12;23,92;42;51,4686;5,4722;8,69;11,97;25,22;35;51,4390;5,4650;7,24;11,22;21,72;47;51,4527;5,4851;7,18;10,63;25,41;29;51,4320;5,6272;8,53;11,87;25,32;17;51,5923;5,7812;9,53;13,44;31,00;9;51,5306;5,2846;7,48;10,43;23,85;20;51,3565;5,6359;5,53;8,07;24,76;11;51,5835;5,5480;6,41;10,14;19,56;29;51,5091;5,3781;9,45;12,22;22,85;17;51,4768;5,2616;6,48;10,41;18,67;12;51,4660;5,6785;6,60;10,22;20,19;19;51,4736;5,6531;7,05;10,37;18,21;35;51,3769;5,7723;5,43;8,21;15,44;9;51,4693;5,6347;5,14;7,76;14,55;32;51,4777;5,6568;5,39;8,76;17,54;23;51,3071;5,4218;5,48;8,34;18,13;16;51,4164;5,1265;7,83;11,35;19,36;16;51,4904;5,3941;6,56;9,46;16,56;18
2022-05-15 00:00:00;2022-05-15 02:00:00;;;;;;;51,4379;5,3581;9,79;13,61;25,04;21482;50;51,5108;5,3606;6,49;10,24;22,30;28;51,4915;5,4392;5,64;9,18;21,69;44;51,4024;5,3514;13,97;17,21;27,29;8;51,4569;5,4382;5,33;7,98;17,97;20;51,4464;5,4485;6,51;9,60;20,72;16;51,4422;5,4843;7,28;11,07;19,47;26;51,3707;5,1565;7,86;10,38;17,89;15;51,4454;5,4854;7,43;10,51;20,94;41;51,4416;5,4713;5,40;9,25;18,59;10;51,4815;5,5199;5,97;9,30;16,52;6;51,4681;5,3902;5,79;9,16;20,64;21449;72;51,3468;5,3887;7,80;10,16;19,17;14;51,4136;5,4707;8,07;11,77;25,05;41;51,5696;5,3114;6,94;9,81;22,18;10;51,4332;5,5197;5,37;8,39;20,22;34;51,4372;5,4233;6,78;10,88;27,97;19;51,4584;5,4050;5,51;9,30;23,44;51;51,4445;5,4787;4,66;8,49;26,96;30;51,4546;5,3887;7,21;11,02;18,57;15780;35;51,4492;5,4569;8,49;12,23;20,62;60;51,4351;5,4800;6,21;10,11;23,06;30;51,4375;5,4518;5,76;8,83;15,94;32;51,4797;5,4751;7,26;10,79;23,71;36;51,5295;5,4718;8,60;12,37;24,55;16;51,4387;5,4818;8,29;12,12;21,60;39;51,4686;5,4722;8,75;12,10;26,17;38;51,4390;5,4650;7,17;10,79;19,36;61;51,4527;5,4851;6,92;10,39;24,61;21;51,4320;5,6272;8,74;12,24;24,59;14;51,5923;5,7812;9,16;13,24;27,41;8;51,5306;5,2845;8,21;12,00;27,95;27;51,3565;5,6358;6,76;9,87;28,50;18;51,5836;5,5480;6,25;10,13;18,37;26;51,5092;5,3781;9,27;12,17;22,61;12;51,4769;5,2616;5,96;9,13;14,47;11;51,4660;5,6785;6,75;10,57;22,11;13;51,4736;5,6530;6,87;10,17;16,87;42;51,3769;5,7723;5,90;8,60;15,62;13;51,4693;5,6348;5,67;8,76;15,61;20;51,4775;5,6568;5,20;8,44;15,74;26;51,3072;5,4218;6,00;8,75;16,52;16;51,4165;5,1265;8,13;11,50;19,05;13;51,4903;5,3940;6,30;8,93;15,10;17
2022-05-16 00:00:00;2022-05-16 02:00:00;;;;;;;51,4379;5,3581;8,29;10,69;18,31;15557;21;51,5108;5,3606;5,57;7,94;17,69;25;51,4915;5,4392;4,80;7,04;15,66;29;51,4024;5,3514;13,57;15,89;22,92;10;51,4567;5,4383;4,55;6,23;13,74;22;51,4464;5,4484;4,67;6,25;13,51;31;51,4423;5,4844;6,26;8,74;15,90;21;51,3706;5,1565;6,30;7,92;14,05;13;51,4454;5,4854;7,06;9,07;16,87;24;51,4416;5,4714;4,43;6,87;14,32;14;51,4815;5,5199;5,04;7,10;12,78;8;51,4681;5,3902;5,04;7,13;15,49;17619;30;51,3468;5,3887;6,73;8,30;15,50;15;51,4136;5,4707;6,86;9,19;17,58;20;51,5696;5,3113;5,25;6,88;14,48;12;51,4332;5,5200;4,83;6,97;15,65;24;51,4372;5,4233;5,54;7,81;18,19;32;51,4584;5,4050;4,45;6,66;15,92;37;51,4445;5,4787;3,54;6,17;21,14;24;51,4546;5,3886;5,76;8,25;14,75;16483;22;51,4492;5,4569;6,97;9,37;16,57;30;51,4350;5,4798;5,09;7,48;16,89;19;51,4374;5,4514;4,76;6,71;12,25;16;51,4797;5,4751;6,32;8,51;16,89;23;51,5295;5,4719;7,51;9,77;18,42;24;51,4387;5,4821;7,05;9,54;17,02;27;51,4686;5,4723;7,52;9,63;18,84;29;51,4390;5,4650;6,01;8,34;15,38;54;51,4528;5,4851;6,66;9,17;20,64;32;51,4320;5,6272;8,28;10,35;17,75;21;51,5923;5,7812;9,05;11,37;21,36;12;51,5304;5,2845;6,48;8,52;18,27;30;51,3564;5,6359;5,06;6,70;17,20;16;51,5836;5,5480;5,51;7,97;14,52;44;51,5092;5,3781;8,22;9,96;16,94;22;51,4768;5,2616;5,66;8,28;14,68;15;51,4660;5,6785;6,26;8,62;15,80;41;51,4736;5,6530;6,49;8,62;14,10;47;51,3769;5,7723;5,05;6,90;13,02;14;51,4692;5,6348;5,04;6,80;11,86;34;51,4780;5,6568;5,01;7,22;13,63;35;51,3072;5,4218;4,78;6,58;13,71;20;51,4165;5,1265;6,45;8,67;14,72;19;51,4903;5,3940;5,04;6,73;11,78;30
2022-05-17 00:00:00;2022-05-17 02:00:00;;;;;;;51,4379;5,3582;7,24;9,12;15,21;16838;17;51,5108;5,3606;4,87;6,90;14,94;27;51,4915;5,4392;3,75;5,47;12,96;32;51,4025;5,3514;12,09;13,64;18,93;7;51,4566;5,4382;3,60;4,89;10,77;22;51,4464;5,4483;4,74;6,11;12,03;29;51,4423;5,4844;4,99;6,93;12,41;18;51,3707;5,1565;5,80;6,94;11,52;17;51,4454;5,4854;5,97;7,54;13,91;19;51,4415;5,4713;3,95;5,92;12,44;14;51,4815;5,5199;3,80;5,33;9,84;7;51,4681;5,3902;3,69;5,28;12,06;21193;26;51,3468;5,3887;6,19;7,35;12,52;13;51,4136;5,4707;6,27;8,14;15,59;14;51,5696;5,3113;4,60;5,86;12,54;12;51,4332;5,5199;4,61;6,45;14,34;27;51,4372;5,4234;4,95;6,88;15,80;36;51,4584;5,4050;4,03;5,98;14,06;30;51,4445;5,4787;2,94;5,17;17,22;26;51,4546;5,3887;4,44;6,34;11,90;15690;25;51,4492;5,4569;5,78;7,59;13,53;30;51,4350;5,4798;4,24;6,15;14,10;21;51,4375;5,4516;4,34;5,92;10,85;20;51,4797;5,4751;5,59;7,27;14,51;20;51,5295;5,4719;6,29;8,08;15,11;23;51,4388;5,4819;5,87;7,86;13,64;25;51,4686;5,4724;7,14;8,76;16,10;21;51,4390;5,4650;5,28;7,20;13,31;36;51,4528;5,4851;5,66;7,63;17,41;30;51,4320;5,6272;7,03;8,83;23,25;20;51,5923;5,7812;7,50;9,34;17,65;11;51,5304;5,2845;5,54;6,92;14,85;29;51,3565;5,6358;4,54;5,82;14,44;14;51,5836;5,5480;4,88;6,67;11,71;43;51,5092;5,3781;7,29;8,76;15,03;26;51,4769;5,2616;4,24;6,02;11,01;18;51,4660;5,6785;5,86;7,68;13,50;37;51,4736;5,6530;5,87;7,61;12,56;39;51,3769;5,7723;4,40;5,97;11,53;11;51,4692;5,6348;4,17;5,65;10,38;32;51,4781;5,6571;4,22;5,86;10,60;45;51,3072;5,4218;4,55;6,15;12,53;20;51,4164;5,1265;5,89;7,51;12,27;15;51,4903;5,3941;4,29;5,72;9,97;42
2022-05-18 00:00:00;2022-05-18 02:00:00;;;;;;;51,4379;5,3581;11,52;13,32;20,01;18890;24;51,5108;5,3606;7,05;8,90;17,29;30;51,4915;5,4392;5,66;7,27;15,14;35;51,4025;5,3514;15,60;17,05;22,30;10;51,4567;5,4381;4,97;6,18;12,25;24;51,4464;5,4485;6,49;7,77;14,02;28;51,4423;5,4844;7,54;9,21;14,50;20;51,3707;5,1565;8,47;9,62;14,33;12;51,4454;5,4854;8,96;10,42;16,16;20;51,4415;5,4714;5,36;7,13;13,55;9;51,4815;5,5199;7,01;8,53;13,72;6;51,4681;5,3902;7,66;9,18;15,94;21487;43;51,3468;5,3887;8,75;9,76;14,94;13;51,4136;5,4706;8,91;10,62;16,63;21;51,5696;5,3113;6,94;8,05;13,70;12;51,4332;5,5197;6,01;7,44;14,10;23;51,4372;5,4233;6,59;8,31;16,94;28;51,4584;5,4050;5,73;7,36;14,91;35;51,4445;5,4787;5,49;7,42;18,79;27;51,4546;5,3887;6,88;8,64;13,83;18702;29;51,4492;5,4569;9,55;11,27;16,74;43;51,4350;5,4798;6,39;8,12;15,77;25;51,4375;5,4517;6,20;7,58;12,16;18;51,4797;5,4751;7,95;9,61;17,25;27;51,5295;5,4719;9,49;11,12;17,99;16;51,4386;5,4816;8,82;10,59;16,25;34;51,4686;5,4724;10,89;12,54;21,69;26;51,4390;5,4650;7,48;9,53;18,51;31;51,4528;5,4851;8,49;10,26;18,67;25;51,4320;5,6272;10,27;12,01;20,86;18;51,5923;5,7812;10,95;12,67;22,40;12;51,5305;5,2846;8,09;9,45;16,14;28;51,3565;5,6359;5,83;7,56;26,38;14;51,5835;5,5480;7,82;9,51;14,63;40;51,5092;5,3781;9,63;10,94;16,59;28;51,4769;5,2616;6,78;8,50;13,55;16;51,4660;5,6785;10,13;12,05;19,15;37;51,4735;5,6530;8,02;9,60;14,21;42;51,3769;5,7723;5,37;6,60;11,40;10;51,4692;5,6349;6,25;7,54;12,17;39;51,4774;5,6569;6,63;8,20;13,04;29;51,3072;5,4218;5,40;6,61;11,94;18;51,4164;5,1265;8,86;10,35;14,89;19;51,4905;5,3941;6,54;7,91;12,45;34
2022-05-19 00:00:00;2022-05-19 02:00:00;;;;;;;51,4379;5,3581;18,31;20,61;27,32;20110;20;51,5108;5,3607;11,85;13,90;21,21;19;51,4915;5,4392;10,09;11,99;19,83;19;51,4025;5,3514;21,75;23,83;30,48;6;51,4567;5,4381;9,40;10,83;16,23;20;51,4464;5,4485;10,95;12,40;19,37;21;51,4423;5,4844;13,76;16,08;22,07;19;51,3707;5,1565;13,50;14,98;20,25;6;51,4454;5,4854;14,34;16,49;23,53;15;51,4414;5,4714;9,37;11,57;17,99;11;51,4815;5,5199;11,96;13,70;18,24;5;51,4681;5,3902;37,41;39,19;45,61;20125;28;51,3468;5,3887;17,86;19,31;25,34;10;51,4136;5,4706;14,81;17,50;25,15;10;51,5696;5,3114;11,39;12,84;19,33;9;51,4331;5,5196;10,44;12,22;18,68;13;51,4372;5,4233;11,91;14,01;23,40;25;51,4584;5,4050;10,29;12,40;20,05;21;51,4445;5,4787;10,74;13,16;24,20;16;51,4546;5,3887;13,07;15,23;20,76;18364;21;51,4492;5,4569;16,33;18,47;24,14;24;51,4352;5,4797;10,92;13,22;20,64;23;51,4375;5,4517;11,14;12,85;17,74;7;51,4797;5,4751;13,34;15,34;23,49;16;51,5296;5,4719;15,29;17,29;24,78;13;51,4386;5,4817;15,30;17,60;23,69;23;51,4686;5,4724;14,46;16,54;25,78;15;51,4389;5,4650;12,99;15,02;22,08;21;51,4528;5,4851;13,22;15,68;25,19;20;51,4320;5,6272;14,64;16,45;22,05;13;51,5923;5,7813;14,68;16,38;24,86;8;51,5305;5,2846;12,77;14,74;25,80;13;51,3565;5,6359;9,62;11,09;23,28;12;51,5835;5,5480;11,95;14,01;18,91;28;51,5092;5,3781;15,29;16,99;23,07;15;51,4769;5,2616;10,60;12,56;17,38;11;51,4660;5,6785;13,26;15,52;21,89;29;51,4735;5,6531;12,81;14,77;19,33;29;51,3770;5,7724;9,58;11,02;16,33;9;51,4693;5,6349;10,95;12,52;16,96;21;51,4774;5,6568;10,67;12,80;17,17;26;51,3071;5,4218;13,13;14,72;20,32;16;51,4164;5,1265;14,10;15,77;19,92;10;51,4905;5,3941;10,99;12,45;16,66;20
2022-05-20 00:00:00;2022-05-20 02:00:00;;;;;;;51,4379;5,3581;15,78;18,25;22,85;17207;26;51,5107;5,3606;12,02;13,96;19,63;15;51,4915;5,4392;11,68;13,74;19,82;23;51,4025;5,3515;19,59;21,81;26,47;5;51,4566;5,4381;12,42;14,31;19,59;19;51,4464;5,4485;13,18;14,88;20,99;16;51,4423;5,4845;16,26;18,52;23,39;18;51,3706;5,1565;14,23;15,82;19,76;3;51,4454;5,4854;15,75;18,62;25,19;15;51,4415;5,4714;11,70;14,21;19,13;12;51,4815;5,5200;11,04;12,65;16,05;6;51,4681;5,3902;33,80;35,83;40,24;22007;38;51,3468;5,3887;16,41;18,13;22,34;7;51,4136;5,4706;15,21;18,29;24,89;10;51,5695;5,3114;10,36;11,66;16,38;7;51,4332;5,5198;11,84;13,63;18,94;20;51,4372;5,4234;14,72;17,35;25,83;24;51,4584;5,4050;12,53;15,24;22,65;24;51,4445;5,4788;13,80;16,75;26,22;16;51,4546;5,3887;15,15;17,37;22,02;18140;28;51,4492;5,4570;19,40;21,92;26,99;22;51,4352;5,4797;13,47;15,84;21,48;21;51,4375;5,4517;13,25;15,35;19,46;2;51,4797;5,4751;15,39;17,73;25,09;17;51,5295;5,4719;15,84;17,74;23,08;11;51,4387;5,4819;19,58;22,36;27,20;21;51,4687;5,4723;15,56;18,14;25,44;26;51,4389;5,4650;16,21;18,32;22,67;10;51,4528;5,4851;14,95;17,95;26,21;14;51,4320;5,6272;14,61;16,64;21,84;12;51,5923;5,7812;15,34;17,25;23,91;6;51,5305;5,2846;12,72;14,56;20,45;10;51,3565;5,6359;11,21;12,87;19,25;11;51,5835;5,5480;10,62;12,51;16,67;18;51,5092;5,3781;15,76;17,55;22,55;13;51,4769;5,2616;10,30;12,02;15,62;9;51,4660;5,6783;15,31;17,57;22,35;20;51,4735;5,6531;14,56;16,61;20,13;20;51,3769;5,7723;12,98;14,89;18,89;7;51,4693;5,6348;12,80;14,49;18,25;15;51,4776;5,6567;12,88;15,19;19,22;16;51,3071;5,4218;15,40;17,46;21,74;9;51,4165;5,1265;14,72;16,58;20,71;9;51,4905;5,3941;13,21;14,86;18,36;17
2022-05-21 00:00:00;2022-05-21 02:00:00;;;;;;;51,4379;5,3581;8,26;11,26;19,57;11971;24;51,5108;5,3606;5,92;9,07;19,07;17;51,4915;5,4392;6,26;9,25;18,40;37;51,4025;5,3514;13,04;15,91;25,47;7;51,4566;5,4381;4,95;7,21;16,94;16;51,4464;5,4486;5,47;7,72;15,40;18;51,4423;5,4844;7,07;10,47;17,93;15;51,3706;5,1565;7,56;9,90;17,02;8;51,4453;5,4854;7,47;10,13;19,11;27;51,4415;5,4713;5,37;8,81;15,87;12;51,4815;5,5199;5,16;7,92;14,03;5;51,4681;5,3902;27,07;30,03;36,83;12086;43;51,3468;5,3887;8,60;11,01;18,97;7;51,4136;5,4706;8,03;11,08;20,74;16;51,5695;5,3114;5,61;7,85;15,69;7;51,4332;5,5197;5,67;8,48;18,35;27;51,4372;5,4233;6,56;9,90;22,11;14;51,4584;5,4050;4,65;7,60;18,59;26;51,4444;5,4788;5,44;9,10;23,77;22;51,4546;5,3887;6,37;9,63;16,19;11686;32;51,4492;5,4569;7,52;10,64;17,24;33;51,4351;5,4797;6,47;9,87;19,56;21;51,4375;5,4517;5,22;7,75;13,52;2;51,4797;5,4751;6,47;9,39;19,90;23;51,5295;5,4719;7,17;10,13;18,85;15;51,4384;5,4821;9,02;12,41;19,80;27;51,4686;5,4722;7,81;10,75;21,19;37;51,4389;5,4650;6,71;9,98;16,45;17;51,4528;5,4850;7,06;10,17;21,61;28;51,4320;5,6272;9,56;12,85;24,07;7;51,5923;5,7812;8,46;11,39;26,19;6;51,5304;5,2845;6,62;9,24;20,50;16;51,3564;5,6360;5,63;7,93;16,86;7;51,5835;5,5480;4,80;7,65;15,27;21;51,5092;5,3781;7,85;10,03;17,69;14;51,4769;5,2616;5,51;8,94;15,54;9;51,4660;5,6785;6,57;9,66;17,40;15;51,4735;5,6531;6,81;9,60;15,38;21;51,3769;5,7723;5,65;8,26;14,32;7;51,4692;5,6347;5,21;7,50;12,63;20;51,4775;5,6566;5,39;8,31;15,05;13;51,3072;5,4218;6,29;9,10;17,03;12;51,4164;5,1265;6,86;9,77;16,03;10;51,4904;5,3941;5,48;7,85;12,94;16
2022-05-22 00:00:00;2022-05-22 02:00:00;;;;;;;51,4379;5,3582;8,19;10,45;16,91;17101;31;51,5108;5,3606;5,86;8,31;16,53;29;51,4915;5,4392;6,82;9,31;17,38;50;51,4024;5,3514;12,62;14,79;21,70;11;51,4568;5,4382;4,36;6,17;13,81;20;51,4464;5,4484;5,29;7,28;14,87;20;51,4423;5,4844;6,32;9,10;15,68;22;51,3706;5,1565;6,12;7,49;12,51;9;51,4454;5,4854;7,44;9,50;17,30;44;51,4417;5,4714;4,60;7,42;14,90;11;51,4815;5,5199;4,92;6,97;12,23;6;51,4681;5,3902;32,53;34,65;41,29;19392;69;51,3469;5,3887;7,17;8,66;15,16;12;51,4136;5,4706;7,62;9,99;18,84;35;51,5695;5,3114;5,71;7,45;15,34;9;51,4332;5,5197;4,96;7,07;15,35;44;51,4372;5,4233;6,24;9,03;20,69;27;51,4584;5,4050;4,85;7,24;17,23;54;51,4445;5,4787;4,22;7,02;21,81;38;51,4545;5,3887;5,66;8,29;14,04;14459;49;51,4492;5,4570;7,24;9,77;15,78;57;51,4351;5,4797;5,80;8,56;17,78;29;51,4375;5,4518;5,08;7,10;12,71;6;51,4797;5,4751;6,74;9,13;18,50;39;51,5295;5,4719;7,68;10,14;18,41;17;51,4387;5,4818;7,45;10,18;17,72;50;51,4686;5,4722;8,83;11,08;20,89;51;51,4389;5,4650;5,99;8,62;14,71;31;51,4528;5,4850;6,81;9,28;19,60;33;51,4320;5,6272;8,28;10,28;17,90;15;51,5923;5,7813;7,73;9,96;18,71;9;51,5305;5,2845;7,28;9,28;18,54;34;51,3564;5,6359;5,54;7,33;18,07;18;51,5835;5,5480;6,14;8,48;13,88;36;51,5092;5,3781;8,65;10,47;17,94;21;51,4769;5,2616;4,01;5,74;9,86;12;51,4661;5,6785;6,35;8,89;16,95;22;51,4735;5,6531;6,76;8,94;14,07;44;51,3769;5,7723;5,28;7,17;12,78;14;51,4692;5,6347;5,28;7,31;12,68;28;51,4776;5,6569;4,94;7,17;12,57;29;51,3072;5,4218;5,11;6,98;12,80;18;51,4164;5,1265;5,77;7,55;12,05;15;51,4905;5,3941;5,14;6,98;11,75;29
2022-05-23 00:00:00;2022-05-23 02:00:00;;;;;;;51,4379;5,3581;11,05;12,84;17,93;16666;37;51,5108;5,3606;7,30;9,04;14,98;33;51,4915;5,4392;7,77;9,42;15,76;45;51,4024;5,3514;14,11;15,79;21,15;11;51,4568;5,4381;5,71;7,00;12,75;27;51,4465;5,4484;6,26;7,51;13,40;30;51,4423;5,4845;7,91;9,81;14,64;25;51,3706;5,1565;8,81;10,07;14,23;12;51,4453;5,4854;9,41;11,01;17,11;42;51,4417;5,4714;5,58;7,53;13,27;11;51,4815;5,5199;6,49;8,06;12,29;9;51,4681;5,3902;15,50;17,01;22,65;18690;71;51,3469;5,3887;9,83;10,99;15,73;15;51,4136;5,4706;9,66;11,58;18,43;33;51,5695;5,3114;8,01;9,36;15,24;14;51,4332;5,5198;6,20;7,70;13,96;45;51,4372;5,4233;7,49;9,45;17,17;34;51,4584;5,4050;6,03;7,79;14,72;57;51,4445;5,4788;6,07;8,07;17,85;40;51,4545;5,3888;7,28;9,10;13,40;15643;41;51,4492;5,4569;9,25;10,98;15,89;52;51,4351;5,4797;6,78;8,61;15,31;29;51,4377;5,4519;6,34;7,81;11,99;5;51,4797;5,4751;8,17;9,84;16,78;42;51,5295;5,4719;8,96;10,72;16,48;20;51,4388;5,4818;8,97;10,91;16,29;47;51,4685;5,4723;10,13;11,73;18,64;48;51,4389;5,4650;7,36;9,17;14,12;40;51,4528;5,4850;8,45;10,31;18,20;42;51,4320;5,6272;9,98;11,64;17,51;20;51,5923;5,7812;8,76;10,37;17,82;12;51,5305;5,2845;9,71;11,34;17,50;33;51,3564;5,6358;6,45;7,84;15,34;17;51,5835;5,5480;7,32;9,12;13,79;44;51,5092;5,3780;10,21;11,58;16,66;29;51,4769;5,2616;6,62;8,23;11,99;21;51,4661;5,6785;7,21;9,00;15,02;39;51,4735;5,6531;8,10;9,84;14,32;51;51,3769;5,7723;5,98;7,54;12,39;11;51,4693;5,6347;5,99;7,45;11,76;38;51,4774;5,6568;6,05;7,75;11,81;47;51,3071;5,4218;7,57;9,05;13,87;19;51,4165;5,1265;9,79;11,39;15,05;20;51,4904;5,3941;6,34;7,58;11,24;36
2022-05-24 00:00:00;2022-05-24 02:00:00;;;;;;;51,4379;5,3582;3,42;4,58;9,72;10927;22;51,5108;5,3606;3,83;5,05;11,06;18;51,4915;5,4392;3,30;4,55;10,20;19;51,4024;5,3514;6,28;7,31;12,03;7;51,4568;5,4382;2,50;3,37;8,69;17;51,4463;5,4485;3,00;3,85;8,69;23;51,4422;5,4844;3,56;4,87;9,74;20;51,3706;5,1565;4,00;4,86;8,90;4;51,4454;5,4854;4,27;5,32;10,31;25;51,4416;5,4714;2,63;3,93;8,42;11;51,4815;5,5199;2,12;3,15;7,44;6;51,4681;5,3902;2,71;3,77;9,01;11308;29;51,3469;5,3887;4,47;5,36;9,64;4;51,4136;5,4706;4,32;5,39;10,37;16;51,5695;5,3114;3,74;4,56;9,51;7;51,4331;5,5197;3,60;4,83;10,75;37;51,4372;5,4233;3,76;5,03;11,79;14;51,4584;5,4050;2,48;3,69;9,88;19;51,4444;5,4788;2,27;3,69;12,25;24;51,4545;5,3888;2,95;4,20;8,63;12374;20;51,4492;5,4569;3,17;4,34;8,86;28;51,4350;5,4797;2,97;4,18;9,74;15;51,4375;5,4517;2,30;3,32;7,48;3;51,4797;5,4751;4,22;5,31;10,88;17;51,5295;5,4719;4,49;5,68;11,14;15;51,4387;5,4821;4,50;5,78;10,46;28;51,4687;5,4723;4,68;5,85;12,05;24;51,4389;5,4650;3,13;4,40;8,72;14;51,4528;5,4850;4,09;5,32;11,49;29;51,4320;5,6272;5,01;6,17;11,19;8;51,5923;5,7812;5,97;7,25;16,43;4;51,5305;5,2846;5,05;6,28;13,27;15;51,3564;5,6357;3,35;4,23;10,21;8;51,5835;5,5480;3,31;4,59;9,64;20;51,5092;5,3780;5,66;6,53;11,00;17;51,4769;5,2616;3,11;4,53;8,70;8;51,4662;5,6785;3,35;4,54;9,91;22;51,4735;5,6531;4,41;5,52;9,65;18;51,3769;5,7723;2,82;3,78;7,74;6;51,4693;5,6347;2,48;3,38;7,14;20;51,4779;5,6568;3,65;4,89;9,04;20;51,3071;5,4218;2,50;3,60;9,04;8;51,4165;5,1266;3,39;4,49;8,86;9;51,4903;5,3941;2,91;3,86;7,57;20
